season,team,player_name,player_sofa_id,tm_href,position,position_label,birth_date,age,market_value,rating,goals,assists,expectedGoals,expectedAssists,minutesPlayed,matchesStarted,appearances,yellowCards,redCards,shotsOnTarget,accuratePassesPercentage,keyPasses,successfulDribblesPercentage,tackles,interceptions,bigChancesCreated,bigChancesMissed
Bundesliga 22/23,SC Freiburg,Vincenzo Grifo,171961,/vincenzo-grifo/profil/spieler/185077,M,Meio-campo,1993-04-07,29.3,12000000.0,7.41,15,5,10.29,6.2,2428,30,33,2,0,33,78.78,56,66.67,29,19,10,3
Bundesliga 22/23,SC Freiburg,Matthias Ginter,142259,/matthias-ginter/profil/spieler/124502,D,Defensor,1994-01-19,28.5,18000000.0,7.1,4,1,1.94,1.52,3060,34,34,3,0,12,82.94,13,50.0,43,35,0,1
Bundesliga 22/23,SC Freiburg,Michael Gregoritsch,111483,/michael-gregoritsch/profil/spieler/120205,F,Atacante,1994-04-18,28.3,8000000.0,7.07,10,4,9.99,2.63,2170,27,30,6,0,38,56.56,25,37.93,19,5,4,12
Bundesliga 22/23,SC Freiburg,Mark Flekken,171919,/mark-flekken/profil/spieler/125714,G,Goleiro,1993-06-13,29.1,10000000.0,7.02,0,0,0.0,0.28,3060,34,34,0,0,0,68.53,4,100.0,0,0,2,0
Bundesliga 22/23,SC Freiburg,Philipp Lienhart,576266,/philipp-lienhart/profil/spieler/225657,D,Defensor,1996-07-11,26.1,20000000.0,6.99,1,0,1.4,0.52,2498,27,29,3,0,3,85.36,3,100.0,29,35,0,1
Bundesliga 22/23,SC Freiburg,Lucas Höler,280009,/lucas-holer/profil/spieler/248999,F,Atacante,1994-07-10,28.1,5000000.0,6.96,5,2,3.27,1.98,1514,16,26,1,0,15,66.31,13,61.11,19,10,2,3
Bundesliga 22/23,SC Freiburg,Lukas Kübler,142525,/lukas-kubler/profil/spieler/93604,D,Defensor,1992-08-30,29.9,2500000.0,6.93,2,1,0.93,0.7,1645,19,22,1,0,5,70.12,7,62.5,37,29,0,1
Bundesliga 22/23,SC Freiburg,Roland Sallai,355088,/roland-sallai/profil/spieler/332798,D,Defensor,1997-05-22,25.2,10000000.0,6.87,1,3,2.63,1.56,1001,10,19,6,0,11,74.5,17,50.0,11,2,1,3
Bundesliga 22/23,SC Freiburg,Nicolas Höfler,49639,/nicolas-hofler/profil/spieler/55099,M,Meio-campo,1990-03-09,32.4,2500000.0,6.86,0,1,1.79,0.8,2821,32,32,9,1,5,83.25,5,62.96,66,58,1,1
Bundesliga 22/23,SC Freiburg,Maximilian Eggestein,569784,/maximilian-eggestein/profil/spieler/190284,M,Meio-campo,1996-12-08,25.6,10000000.0,6.84,1,2,0.94,1.88,2454,27,31,6,0,4,77.5,24,64.29,51,36,3,0
Bundesliga 22/23,SC Freiburg,Merlin Röhl,1064082,/merlin-rohl/profil/spieler/608832,M,Meio-campo,2002-07-05,20.1,2000000.0,6.83,0,1,0.0,0.21,54,0,3,0,0,0,72.22,3,0.0,1,0,3,0
Bundesliga 22/23,SC Freiburg,Ritsu Doan,790965,/ritsu-doan/profil/spieler/358504,M,Meio-campo,1998-06-16,24.1,18000000.0,6.81,5,4,7.04,3.95,2442,30,33,3,0,27,72.2,27,44.64,61,14,7,5
Bundesliga 22/23,SC Freiburg,Christian Günter,142231,/christian-gunter/profil/spieler/93707,D,Defensor,1993-02-28,29.4,7500000.0,6.81,1,4,1.24,5.3,2748,31,33,5,0,7,76.26,60,66.67,29,16,5,3
Bundesliga 22/23,SC Freiburg,Kenneth Schmidt,1063364,/kenneth-schmidt/profil/spieler/527276,D,Defensor,2002-06-03,20.2,3000000.0,6.7,0,0,0.0,0.04,259,3,5,1,0,0,89.33,0,66.67,6,0,0,0
Bundesliga 22/23,SC Freiburg,Noah Weißhaupt,1048820,/noah-weisshaupt/profil/spieler/392163,M,Meio-campo,2001-09-20,20.9,4000000.0,6.69,0,1,0.16,0.84,445,3,18,0,0,1,73.43,8,58.33,11,6,3,1
Bundesliga 22/23,SC Freiburg,Manuel Gulde,71952,/manuel-gulde/profil/spieler/45683,D,Defensor,1991-02-12,31.5,1500000.0,6.68,1,0,0.7,0.3,657,8,15,2,0,1,83.21,2,0.0,14,19,0,0
Bundesliga 22/23,SC Freiburg,Yannik Keitel,877842,/yannik-keitel/profil/spieler/342039,M,Meio-campo,2000-02-15,22.5,4000000.0,6.62,0,2,0.17,0.27,695,8,22,4,0,3,78.42,4,57.14,11,13,0,0
Bundesliga 22/23,SC Freiburg,Jonathan Schmid,94856,/jonathan-schmid/profil/spieler/70285,M,Meio-campo,1990-06-22,32.1,900000.0,6.6,0,0,0.3,0.1,45,0,3,0,0,1,90.91,1,100.0,1,1,0,0
Bundesliga 22/23,SC Freiburg,Hugo Siquet,983041,/hugo-siquet/profil/spieler/578680,D,Defensor,2002-07-09,20.1,3300000.0,6.6,0,0,0.0,0.0,15,0,2,0,0,0,80.0,0,0.0,2,0,0,0
Bundesliga 22/23,SC Freiburg,Nils Petersen,20826,/nils-petersen/profil/spieler/42936,F,Atacante,1988-12-06,33.7,0.0,6.59,1,0,1.19,0.05,298,0,27,1,0,2,44.59,1,0.0,6,1,0,2
Bundesliga 22/23,SC Freiburg,Kevin Schade,1006387,/kevin-schade/profil/spieler/473050,M,Meio-campo,2001-11-27,20.7,25000000.0,6.59,1,0,0.24,0.51,176,1,8,0,0,1,50.0,0,27.27,6,0,0,0
Bundesliga 22/23,SC Freiburg,Daniel-Kofi Kyereh,569684,,M,Meio-campo,1996-03-08,26.4,,6.55,2,0,2.21,0.75,565,7,12,2,0,5,77.53,3,30.0,6,2,0,2
Bundesliga 22/23,SC Freiburg,Kiliann Sildillia,1014222,/kiliann-sildillia/profil/spieler/548348,D,Defensor,2002-05-16,20.2,12000000.0,6.53,0,2,0.83,1.33,1982,23,27,2,1,1,74.07,10,46.15,33,21,2,1
Bundesliga 22/23,SC Freiburg,Woo-Yeong Jeong,927405,,F,Atacante,1999-09-20,22.9,,6.53,1,1,2.11,1.5,652,4,26,2,0,4,80.77,6,40.0,7,1,1,3
Bundesliga 22/23,SC Freiburg,Kimberly Ezekwem,1064671,/kimberly-ezekwem/profil/spieler/453865,D,Defensor,2001-06-19,21.1,350000.0,6.5,0,0,0.0,0.0,13,0,1,0,0,0,71.43,0,0.0,0,0,0,0
Bundesliga 22/23,SC Freiburg,Robert Wagner,1131338,/robert-wagner/profil/spieler/690429,M,Meio-campo,2003-07-14,19.0,1400000.0,6.37,0,0,0.23,0.0,39,0,4,1,0,0,46.67,0,0.0,0,0,0,1
Bundesliga 22/23,1. FC Union Berlin,Levin Öztunalı,229776,/levin-oztunali/profil/spieler/168543,M,Meio-campo,1996-03-15,26.4,1200000.0,7.4,0,1,0.0,0.11,15,0,2,0,0,0,100.0,1,0.0,0,0,1,0
Bundesliga 22/23,1. FC Union Berlin,Sheraldo Becker,352544,/sheraldo-becker/profil/spieler/188888,F,Atacante,1995-02-09,27.5,17000000.0,7.13,11,7,6.49,5.65,2580,33,34,4,0,26,68.94,45,48.15,15,3,8,2
Bundesliga 22/23,1. FC Union Berlin,Frederik Rønnow,137692,/frederik-ronnow/profil/spieler/107775,G,Goleiro,1992-08-04,30.0,5500000.0,7.13,0,0,0.0,0.23,2610,29,29,2,0,0,66.81,1,0.0,0,0,0,0
Bundesliga 22/23,1. FC Union Berlin,Danilho Doekhi,830803,/danilho-doekhi/profil/spieler/387047,D,Defensor,1998-06-30,24.1,17000000.0,7.05,5,1,1.88,0.72,2218,25,25,0,0,10,79.96,7,75.0,38,29,0,0
Bundesliga 22/23,1. FC Union Berlin,Christopher Trimmel,48557,/christopher-trimmel/profil/spieler/75921,M,Meio-campo,1987-02-24,35.4,800000.0,7.0,0,6,0.73,3.18,1818,20,25,1,0,3,66.82,35,61.54,31,25,3,1
Bundesliga 22/23,1. FC Union Berlin,Josip Juranović,791642,/josip-juranovic/profil/spieler/362977,M,Meio-campo,1995-08-16,27.0,12000000.0,6.99,2,1,1.61,1.73,933,10,12,0,0,2,69.38,22,63.64,9,6,1,1
Bundesliga 22/23,1. FC Union Berlin,Robin Knoche,130433,/robin-knoche/profil/spieler/94201,D,Defensor,1992-05-22,30.2,5000000.0,6.99,2,3,2.39,1.13,2874,32,32,4,0,2,81.28,5,91.67,45,38,2,2
Bundesliga 22/23,1. FC Union Berlin,Kevin Behrens,164171,/kevin-behrens/profil/spieler/117432,F,Atacante,1991-02-03,31.5,2000000.0,6.95,8,1,4.8,1.58,1544,17,33,6,0,14,59.62,21,60.0,11,5,0,3
Bundesliga 22/23,1. FC Union Berlin,Niko Giesselmann,123915,/niko-giesselmann/profil/spieler/72792,D,Defensor,1991-09-26,30.8,1000000.0,6.84,0,2,1.11,1.92,1306,14,26,4,0,3,70.55,23,33.33,21,9,2,0
Bundesliga 22/23,1. FC Union Berlin,Aissa Laïdouni,828077,/aissa-laidouni/profil/spieler/233782,M,Meio-campo,1996-12-13,25.6,7000000.0,6.79,2,0,0.84,1.11,879,11,14,4,0,2,76.07,4,50.0,14,9,1,0
Bundesliga 22/23,1. FC Union Berlin,Jordan Siebatcheu,788786,/jordan/profil/spieler/355369,F,Atacante,1996-04-26,26.3,7000000.0,6.78,4,3,4.54,1.11,1367,16,31,3,0,7,55.59,18,56.25,15,4,2,4
Bundesliga 22/23,1. FC Union Berlin,Janik Haberer,168985,/janik-haberer/profil/spieler/177779,M,Meio-campo,1994-04-02,28.3,7000000.0,6.78,5,1,3.28,1.37,2212,30,32,1,0,14,73.81,23,44.0,29,14,3,1
Bundesliga 22/23,1. FC Union Berlin,Paul Seguin,253687,/paul-seguin/profil/spieler/183780,M,Meio-campo,1995-03-29,27.3,2500000.0,6.74,1,3,1.19,2.38,688,4,20,4,0,4,70.26,10,53.85,17,6,3,0
Bundesliga 22/23,1. FC Union Berlin,Rani Khedira,149479,/rani-khedira/profil/spieler/124410,M,Meio-campo,1994-01-27,28.5,10000000.0,6.74,2,0,1.66,1.17,2887,33,33,8,0,3,75.41,8,58.82,60,40,0,0
Bundesliga 22/23,1. FC Union Berlin,Sven Michel,246431,/sven-michel/profil/spieler/186988,F,Atacante,1990-07-15,32.0,900000.0,6.73,3,1,1.67,0.31,488,2,21,2,0,4,60.25,7,25.0,9,0,1,0
Bundesliga 22/23,1. FC Union Berlin,Diogo Leite,855663,/diogo-leite/profil/spieler/357156,D,Defensor,1999-01-23,23.5,15000000.0,6.68,0,1,0.93,0.67,2258,26,28,6,1,0,78.62,4,50.0,35,26,1,0
Bundesliga 22/23,1. FC Union Berlin,Jérôme Roussillon,146500,/jerome-roussillon/profil/spieler/127076,D,Defensor,1993-01-06,29.6,3000000.0,6.65,0,2,0.58,1.54,991,11,20,2,0,2,71.24,7,42.31,16,4,2,1
Bundesliga 22/23,1. FC Union Berlin,Paul Jaeckel,856668,/paul-jaeckel/profil/spieler/284248,D,Defensor,1998-07-22,24.0,5000000.0,6.62,1,0,0.15,0.78,1197,13,16,2,1,2,81.64,1,77.78,24,19,0,0
Bundesliga 22/23,1. FC Union Berlin,Timo Baumgartl,280025,/timo-baumgartl/profil/spieler/187491,D,Defensor,1996-03-04,26.4,3000000.0,6.61,0,1,0.2,0.23,564,6,8,2,0,2,82.26,3,0.0,11,2,0,0
Bundesliga 22/23,1. FC Union Berlin,András Schäfer,877302,/andras-schafer/profil/spieler/454863,M,Meio-campo,1999-04-13,23.3,5000000.0,6.61,0,0,0.44,0.6,869,10,16,0,0,1,76.6,3,39.13,21,4,0,1
Bundesliga 22/23,1. FC Union Berlin,Lennart Grill,836710,/lennart-grill/profil/spieler/309397,G,Goleiro,1999-01-25,23.5,1000000.0,6.6,0,0,0.0,0.03,450,5,5,0,0,0,63.98,0,0.0,0,0,0,0
Bundesliga 22/23,1. FC Union Berlin,Morten Thorsby,280991,/morten-thorsby/profil/spieler/226524,M,Meio-campo,1996-05-05,26.2,5500000.0,6.55,1,1,0.83,0.31,835,8,24,3,0,3,62.9,7,0.0,22,3,0,1
Bundesliga 22/23,1. FC Union Berlin,Jamie Leweling,990201,/jamie-leweling/profil/spieler/518505,M,Meio-campo,2001-02-26,21.4,3000000.0,6.54,1,1,0.65,0.32,282,0,16,1,0,5,78.26,3,21.74,5,1,1,1
Bundesliga 22/23,1. FC Union Berlin,Miloš Pantović,352610,/milos-pantovic/profil/spieler/232144,M,Meio-campo,1996-07-07,26.1,1500000.0,6.52,1,0,1.36,0.19,209,0,13,1,0,3,64.29,0,0.0,4,0,0,2
Bundesliga 22/23,1. FC Union Berlin,Tymoteusz Puchacz,867493,/tymoteusz-puchacz/profil/spieler/361575,D,Defensor,1999-01-23,23.5,1200000.0,6.5,0,0,0.0,0.03,59,1,1,0,0,0,73.08,1,0.0,1,0,0,0
Bundesliga 22/23,Borussia Dortmund,Julien Duranville,1171540,/julien-duranville/profil/spieler/819215,F,Atacante,2006-05-05,16.2,8500000.0,7.4,0,0,0.02,0.48,28,0,1,0,0,0,77.78,2,100.0,1,0,0,0
Bundesliga 22/23,Borussia Dortmund,Jude Bellingham,991011,/jude-bellingham/profil/spieler/581678,M,Meio-campo,2003-06-29,19.1,120000000.0,7.4,8,4,8.2,4.91,2693,30,31,8,0,25,83.06,35,67.19,76,35,8,9
Bundesliga 22/23,Borussia Dortmund,Raphaël Guerreiro,246999,/raphael-guerreiro/profil/spieler/170986,D,Defensor,1993-12-22,28.6,20000000.0,7.36,4,12,2.71,7.77,2296,26,27,4,0,15,85.12,58,58.7,36,36,12,2
Bundesliga 22/23,Borussia Dortmund,Nico Schlotterbeck,940871,/nico-schlotterbeck/profil/spieler/388198,D,Defensor,1999-12-01,22.7,40000000.0,7.27,4,5,1.61,1.3,2255,27,28,3,0,6,86.81,14,73.33,59,32,5,2
Bundesliga 22/23,Borussia Dortmund,Julian Brandt,226978,/julian-brandt/profil/spieler/187492,F,Atacante,1996-05-02,26.2,40000000.0,7.22,9,8,5.15,7.82,2410,29,32,2,0,26,83.78,74,53.95,29,15,11,3
Bundesliga 22/23,Borussia Dortmund,Mats Hummels,16632,/mats-hummels/profil/spieler/39728,D,Defensor,1988-12-16,33.6,6000000.0,7.13,1,0,2.18,1.42,2037,24,30,4,0,3,87.73,12,60.0,62,33,1,3
Bundesliga 22/23,Borussia Dortmund,Niklas Süle,168937,/niklas-sule/profil/spieler/166601,D,Defensor,1995-09-03,26.9,35000000.0,7.11,2,3,2.21,1.59,2131,23,29,2,0,7,91.3,17,90.0,25,17,3,1
Bundesliga 22/23,Borussia Dortmund,Donyell Malen,803039,/donyell-malen/profil/spieler/326029,F,Atacante,1999-01-19,23.5,28000000.0,7.09,9,5,9.11,5.21,1725,22,26,0,0,30,80.37,29,50.0,13,4,9,10
Bundesliga 22/23,Borussia Dortmund,Gregor Kobel,556866,/gregor-kobel/profil/spieler/257814,G,Goleiro,1997-12-06,24.7,35000000.0,7.07,0,0,0.0,0.08,2430,27,27,0,0,0,81.08,0,100.0,0,0,0,0
Bundesliga 22/23,Borussia Dortmund,Sébastien Haller,149731,/sebastien-haller/profil/spieler/181375,F,Atacante,1994-06-22,28.1,30000000.0,7.06,9,3,8.47,1.5,1232,15,19,1,0,20,70.49,16,56.25,5,1,5,8
Bundesliga 22/23,Borussia Dortmund,Emre Can,138156,/emre-can/profil/spieler/119296,D,Defensor,1994-01-12,28.6,14000000.0,7.02,2,1,1.67,1.44,1907,20,27,8,0,3,89.73,20,65.0,57,25,2,1
Bundesliga 22/23,Borussia Dortmund,Felix Passlack,795000,/felix-passlack/profil/spieler/274461,M,Meio-campo,1998-05-29,24.2,1500000.0,7.0,0,0,0.0,0.21,61,0,3,0,0,0,78.13,2,100.0,4,0,1,0
Bundesliga 22/23,Borussia Dortmund,Tom Alexander Rothe,1210666,,D,Defensor,2004-10-29,17.8,,6.95,0,0,0.07,0.0,24,0,2,0,0,0,92.86,0,100.0,1,1,0,0
Bundesliga 22/23,Borussia Dortmund,Marius Wolf,254119,/marius-wolf/profil/spieler/193900,M,Meio-campo,1995-05-27,27.2,10000000.0,6.93,1,1,1.16,3.22,1584,17,25,2,0,6,80.02,23,60.71,25,18,6,1
Bundesliga 22/23,Borussia Dortmund,Mahmoud Dahoud,341589,/mahmoud-dahoud/profil/spieler/191422,M,Meio-campo,1996-01-01,26.6,12000000.0,6.89,0,0,0.44,0.22,349,4,9,1,0,1,83.86,4,60.0,11,7,1,0
Bundesliga 22/23,Borussia Dortmund,Marco Reus,37092,/marco-reus/profil/spieler/35207,M,Meio-campo,1989-05-31,33.2,7000000.0,6.84,6,4,5.01,1.42,1355,14,25,4,0,11,81.1,20,40.91,30,8,4,4
Bundesliga 22/23,Borussia Dortmund,Giovanni Reyna,989056,/giovanni-reyna/profil/spieler/504215,M,Meio-campo,2002-11-13,19.7,25000000.0,6.82,7,2,4.32,1.87,615,4,22,2,0,12,81.12,12,38.1,14,3,1,2
Bundesliga 22/23,Borussia Dortmund,Thomas Meunier,128587,/thomas-meunier/profil/spieler/100986,D,Defensor,1991-09-12,30.9,5000000.0,6.81,0,0,0.18,0.82,589,7,10,2,0,0,73.11,6,50.0,16,9,3,0
Bundesliga 22/23,Borussia Dortmund,Antonios Papadopoulos,888954,/antonios-papadopoulos/profil/spieler/482573,D,Defensor,1999-09-10,22.9,600000.0,6.8,0,0,0.01,0.0,12,0,1,0,0,0,89.47,0,0.0,0,1,0,0
Bundesliga 22/23,Borussia Dortmund,Karim Adeyemi,940054,/karim-adeyemi/profil/spieler/496094,F,Atacante,2002-01-18,20.5,40000000.0,6.78,6,5,5.05,3.69,1398,20,24,9,0,14,77.22,29,40.96,16,7,9,6
Bundesliga 22/23,Borussia Dortmund,Alexander Meyer,138491,/alexander-meyer/profil/spieler/76158,G,Goleiro,1991-04-13,31.3,1000000.0,6.74,0,0,0.0,0.01,630,7,7,0,0,0,85.37,0,0.0,0,0,0,0
Bundesliga 22/23,Borussia Dortmund,Julian Ryerson,800951,/julian-ryerson/profil/spieler/370789,M,Meio-campo,1997-11-17,24.7,13000000.0,6.74,1,0,1.17,3.4,2458,29,30,4,0,9,80.61,21,48.61,55,20,4,1
Bundesliga 22/23,Borussia Dortmund,Anthony Modeste,21931,/anthony-modeste/profil/spieler/50512,F,Atacante,1988-04-14,34.3,700000.0,6.73,2,1,4.39,0.46,815,7,19,4,0,10,59.5,7,0.0,4,2,2,4
Bundesliga 22/23,Borussia Dortmund,Youssoufa Moukoko,997006,/youssoufa-moukoko/profil/spieler/467720,F,Atacante,2004-11-20,17.7,30000000.0,6.72,7,3,6.43,0.98,1135,11,26,0,0,19,71.28,12,39.53,13,2,3,11
Bundesliga 22/23,Borussia Dortmund,Jamie Gittens,1140599,/jamie-gittens/profil/spieler/670882,M,Meio-campo,2004-08-08,18.0,14000000.0,6.69,3,1,2.45,0.98,527,4,15,1,0,11,77.27,2,41.67,8,1,1,5
Bundesliga 22/23,Borussia Dortmund,Thorgan Hazard,94286,/thorgan-hazard/profil/spieler/102226,M,Meio-campo,1993-03-29,29.3,7000000.0,6.68,0,0,1.33,0.94,464,2,14,1,0,3,80.0,11,25.0,17,5,1,3
Bundesliga 22/23,Borussia Dortmund,Salih Özcan,795005,/salih-ozcan/profil/spieler/244940,M,Meio-campo,1998-01-11,24.6,13000000.0,6.65,0,1,0.58,0.51,1578,17,26,6,0,1,88.47,9,54.55,31,28,0,2
Bundesliga 22/23,Borussia Dortmund,Justin Njinmah,1005343,/justin-njinmah/profil/spieler/596153,F,Atacante,2000-11-15,21.7,800000.0,6.4,0,0,0.0,0.0,21,0,1,0,0,0,0.0,0,0.0,0,0,0,0
Bundesliga 22/23,Borussia Dortmund,Marco Pašalić,1066802,/marco-pasalic/profil/spieler/395928,M,Meio-campo,2000-09-14,21.9,350000.0,6.3,0,0,0.05,0.01,10,0,1,0,0,0,100.0,0,100.0,0,0,0,0
Bundesliga 22/23,Borussia Dortmund,Soumaila Coulibaly,1001858,/soumaila-coulibaly/profil/spieler/659513,D,Defensor,2003-10-14,18.8,,6.1,0,0,0.0,0.0,45,0,1,0,0,0,97.83,0,0.0,0,0,0,0
Bundesliga 22/23,VfB Stuttgart,Clinton Mola,972561,/clinton-mola/profil/spieler/470594,D,Defensor,2001-03-15,21.4,500000.0,7.3,0,0,0.03,0.0,14,0,1,1,0,0,50.0,0,0.0,3,1,0,0
Bundesliga 22/23,VfB Stuttgart,Konstantinos Mavropanos,829022,/konstantinos-mavropanos/profil/spieler/415912,D,Defensor,1997-12-11,24.6,15000000.0,7.26,2,1,4.04,0.94,2295,26,28,7,1,13,83.48,15,50.0,50,62,2,4
Bundesliga 22/23,VfB Stuttgart,Borna Sosa,357584,/borna-sosa/profil/spieler/293194,M,Meio-campo,1998-01-21,24.5,12000000.0,7.23,2,7,1.04,8.18,1956,22,25,5,0,6,82.16,68,56.67,27,19,7,1
Bundesliga 22/23,VfB Stuttgart,Saša Kalajdžić,870038,/sasa-kalajdzic/profil/spieler/369567,F,Atacante,1997-07-07,25.1,15000000.0,7.13,0,3,0.5,0.26,235,3,3,1,0,1,63.49,6,0.0,3,0,1,0
Bundesliga 22/23,VfB Stuttgart,Wataru Endo,143040,/wataru-endo/profil/spieler/146310,M,Meio-campo,1993-02-09,29.5,6500000.0,6.99,5,4,3.8,3.91,2925,33,33,3,0,16,79.67,46,58.33,70,26,7,5
Bundesliga 22/23,VfB Stuttgart,Hiroki Itō,873106,/hiroki-ito/profil/spieler/353892,D,Defensor,1999-05-12,23.2,10000000.0,6.98,1,1,0.82,2.75,2561,29,30,5,0,7,82.97,20,45.45,40,40,4,0
Bundesliga 22/23,VfB Stuttgart,Serhou Guirassy,328027,/serhou-guirassy/profil/spieler/270541,F,Atacante,1996-03-12,26.4,14000000.0,6.92,11,0,11.01,1.02,1656,20,22,2,1,21,74.26,19,51.85,4,0,3,10
Bundesliga 22/23,VfB Stuttgart,Atakan Karazor,801030,/atakan-karazor/profil/spieler/232320,M,Meio-campo,1996-10-13,25.8,4000000.0,6.87,0,1,0.3,1.18,1967,22,29,10,0,0,84.95,14,73.68,49,31,0,0
Bundesliga 22/23,VfB Stuttgart,Chris Führich,891510,/chris-fuhrich/profil/spieler/272278,M,Meio-campo,1998-01-09,24.6,4000000.0,6.84,5,2,3.65,3.48,1892,21,33,2,0,14,82.25,24,52.63,36,7,8,1
Bundesliga 22/23,VfB Stuttgart,Dan Zagadou,826205,,D,Defensor,1999-06-03,23.2,,6.84,0,0,1.67,0.21,1273,14,17,3,0,3,85.83,9,100.0,14,21,1,1
Bundesliga 22/23,VfB Stuttgart,Gil Dias,583838,/gil-dias/profil/spieler/329723,M,Meio-campo,1996-09-28,25.8,1500000.0,6.83,1,0,0.51,0.52,402,6,7,0,0,4,69.7,8,58.82,8,2,1,0
Bundesliga 22/23,VfB Stuttgart,Pascal Stenzel,352562,/pascal-stenzel/profil/spieler/195246,D,Defensor,1996-03-20,26.4,1500000.0,6.83,0,1,0.05,0.61,345,3,12,0,0,0,80.36,8,0.0,12,5,1,0
Bundesliga 22/23,VfB Stuttgart,Tiago Tomás,983540,/tiago-tomas/profil/spieler/616344,F,Atacante,2002-06-16,20.1,7000000.0,6.8,3,3,2.93,2.27,1293,16,27,2,0,13,63.07,20,39.58,10,1,7,3
Bundesliga 22/23,VfB Stuttgart,Tanguy Coulibaly,954060,/tanguy-coulibaly/profil/spieler/618425,M,Meio-campo,2001-02-18,21.4,2500000.0,6.76,4,0,2.27,0.67,322,0,14,3,0,7,71.07,6,50.0,12,3,2,1
Bundesliga 22/23,VfB Stuttgart,Genki Haraguchi,48243,/genki-haraguchi/profil/spieler/79377,M,Meio-campo,1991-05-09,31.2,1000000.0,6.73,0,2,0.55,0.73,1262,15,22,1,0,2,80.9,15,70.0,28,11,1,0
Bundesliga 22/23,VfB Stuttgart,Waldemar Anton,799046,/waldemar-anton/profil/spieler/193004,D,Defensor,1996-07-20,26.0,4500000.0,6.71,1,2,1.62,1.36,2940,34,34,4,0,6,79.98,10,51.35,50,38,3,0
Bundesliga 22/23,VfB Stuttgart,Enzo Millot,957889,/enzo-millot/profil/spieler/569366,M,Meio-campo,2002-07-17,20.0,7000000.0,6.71,0,1,1.21,2.24,895,9,23,3,0,7,82.19,12,52.5,23,12,3,2
Bundesliga 22/23,VfB Stuttgart,Lilian Egloff,1007962,/lilian-egloff/profil/spieler/472243,M,Meio-campo,2002-08-20,19.9,1500000.0,6.69,0,0,0.36,0.84,247,2,10,1,0,0,61.19,4,75.0,12,1,1,0
Bundesliga 22/23,VfB Stuttgart,Naouirou Ahamada,997104,/naouirou-ahamada/profil/spieler/538971,M,Meio-campo,2002-03-29,20.3,10000000.0,6.67,2,2,0.84,0.94,1407,17,17,2,1,5,85.66,15,50.0,17,8,1,0
Bundesliga 22/23,VfB Stuttgart,Josha Vagnoman,906278,/josha-vagnoman/profil/spieler/448258,D,Defensor,2000-12-11,21.6,8000000.0,6.66,2,2,2.92,1.86,1484,16,23,1,1,6,79.66,11,65.71,26,8,1,9
Bundesliga 22/23,VfB Stuttgart,Fabian Bredlow,152463,/fabian-bredlow/profil/spieler/187624,G,Goleiro,1995-03-02,27.4,1500000.0,6.63,0,0,0.0,0.02,1350,15,15,2,0,0,83.46,0,0.0,1,0,0,0
Bundesliga 22/23,VfB Stuttgart,Silas,949062,/silas-ostrzinski/profil/spieler/684116,M,Meio-campo,1998-10-06,23.8,150000.0,6.62,5,2,6.46,2.67,2010,23,30,4,0,18,79.15,18,46.6,25,8,2,7
Bundesliga 22/23,VfB Stuttgart,Laurin Ulrich,1152486,/laurin-ulrich/profil/spieler/717465,M,Meio-campo,2005-01-31,17.5,500000.0,6.6,0,0,0.0,0.01,9,0,1,0,0,0,100.0,0,0.0,1,0,0,0
Bundesliga 22/23,VfB Stuttgart,Darko Churlinov,876345,/darko-churlinov/profil/spieler/386786,M,Meio-campo,2000-07-11,22.1,2200000.0,6.6,0,0,0.0,0.0,26,0,1,0,0,0,0.0,0,0.0,3,0,0,0
Bundesliga 22/23,VfB Stuttgart,Florian Müller,842858,/florian-muller/profil/spieler/284769,G,Goleiro,1997-11-13,24.7,1500000.0,6.57,0,0,0.0,0.11,1710,19,19,0,0,0,78.67,2,0.0,0,0,0,0
Bundesliga 22/23,VfB Stuttgart,Nikolas Nartey,861981,/nikolas-nartey/profil/spieler/400546,M,Meio-campo,2000-02-22,22.4,1500000.0,6.54,0,0,0.29,0.21,479,5,9,1,0,0,81.43,4,57.14,11,4,0,1
Bundesliga 22/23,VfB Stuttgart,Juan José Perea,945145,/juan-jose-perea/profil/spieler/496767,F,Atacante,2000-02-23,22.4,2000000.0,6.54,1,0,0.19,0.45,433,3,16,0,0,1,68.57,2,25.0,5,1,1,0
Bundesliga 22/23,VfB Stuttgart,Luca Pfeiffer,842212,/luca-pfeiffer/profil/spieler/232463,F,Atacante,1996-08-20,25.9,1700000.0,6.52,0,0,1.6,1.1,696,6,19,1,1,1,64.32,12,40.0,1,1,1,4
Bundesliga 22/23,VfB Stuttgart,Thomas Kastanaras,1005996,/thomas-kastanaras/profil/spieler/675565,F,Atacante,2003-01-09,19.6,700000.0,6.5,0,0,0.25,0.03,75,1,4,0,0,1,81.25,1,0.0,0,0,0,0
Bundesliga 22/23,VfB Stuttgart,Alou Kuol,1022109,/alou-kuol/profil/spieler/748070,F,Atacante,2001-07-05,21.1,300000.0,6.4,0,0,0.0,0.0,11,0,1,0,0,0,100.0,0,0.0,0,0,0,0
Bundesliga 22/23,Eintracht Frankfurt,Diant Ramaj,981562,/diant-ramaj/profil/spieler/448705,G,Goleiro,2001-09-19,20.9,750000.0,7.3,0,0,0.0,0.0,90,1,1,0,0,0,77.78,0,0.0,0,0,0,0
